listing_id,source,source_listing_id,city,neighborhood,region,latitude,longitude,surface_m2,bedrooms,bathrooms,furnished_status,parking,balcony,sea_view,price_mad,price_per_m2,property_type,transaction_type,publication_date,publication_date_status,scraped_at,url,validation_status,validation_reasons,deduplication_status,duplicate_of,title_raw,price_raw,location_raw,details_raw,source_record_path
mubawab.ma:native:8387448,mubawab.ma,8387448,Marrakech,,Marrakech-Safi,,,107.0,2.0,2.0,unknown,unknown,yes,unknown,2100000.0,19626.17,appartement,sale,,unknown,2026-09-02T21:05:03+00:00,https://www.mubawab.ma/fr/a/8387448/magnifique-rez-de-jardin-dans-la-palmeraie,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387465,mubawab.ma,8387465,Marrakech,,Marrakech-Safi,,,110.0,2.0,2.0,unknown,yes,yes,unknown,12800000.0,116363.64,appartement,sale,,unknown,2026-09-02T21:05:06+00:00,https://www.mubawab.ma/fr/a/8387465/duplex-%C3%A0-r%C3%A9nover-%E2%80%93-volumes-exceptionnels,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387519,mubawab.ma,8387519,Dar Bouazza,,Casablanca-Settat,,,420.0,4.0,2.0,unknown,yes,unknown,unknown,6600000.0,15714.29,appartement,sale,,unknown,2026-09-02T13:04:19+00:00,https://www.mubawab.ma/fr/a/8387519/vente-villa-piscine-jardin-dar-bouazza-casablanca,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387569,mubawab.ma,8387569,Casablanca,,Casablanca-Settat,,,92.0,2.0,2.0,unknown,unknown,unknown,unknown,1376360.0,14960.43,appartement,sale,,unknown,2026-09-02T06:12:17+00:00,https://www.mubawab.ma/fr/a/8387569/appartement-%C3%A0-vendre-92-m%C2%B2-2-chambres-al-mostakbal-casablanca,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387577,mubawab.ma,8387577,Dar Bouazza,,Casablanca-Settat,,,69.0,1.0,1.0,furnished,yes,yes,unknown,1100000.0,15942.03,appartement,sale,,unknown,2026-09-02T13:04:22+00:00,https://www.mubawab.ma/fr/a/8387577/appartement-%C3%A0-vendre-de-69-0-m%C2%B2-%C3%A0-dar-bouazza-tamaris2,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387710,mubawab.ma,8387710,Marrakech,,Marrakech-Safi,,,81.0,2.0,1.0,furnished,yes,unknown,unknown,1000000.0,12345.68,appartement,sale,,unknown,2026-09-02T21:05:11+00:00,https://www.mubawab.ma/fr/a/8387710/appartement-%C3%A0-vendre-81-m%C2%B2-hay-charaf-marrakech,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387716,mubawab.ma,8387716,Dar Bouazza,,Casablanca-Settat,,,101.0,2.0,2.0,unknown,yes,unknown,unknown,1262500.0,12500.0,appartement,sale,,unknown,2026-09-02T13:04:26+00:00,https://www.mubawab.ma/fr/a/8387716/appartement-neuf-101-m%C2%B2-%C3%A0-dar-bouazza,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387772,mubawab.ma,8387772,Marrakech,,Marrakech-Safi,,,57.0,2.0,1.0,unfurnished,yes,yes,unknown,1368000.0,24000.0,appartement,sale,,unknown,2026-09-02T20:58:37+00:00,https://www.mubawab.ma/fr/a/8387772/%C3%A9l%C3%A9gant-3-pi%C3%A8ces-57-m%C2%B2-terrasses-vue-vall%C3%A9e-%E2%80%93-v-hugo,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387787,mubawab.ma,8387787,Marrakech,,Marrakech-Safi,,,43.0,1.0,1.0,unfurnished,yes,unknown,unknown,4903000.0,114023.26,appartement,sale,,unknown,2026-09-02T20:58:40+00:00,https://www.mubawab.ma/fr/a/8387787/opportunit%C3%A9-d-investissement-forte-rentabilit%C3%A9-locative,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387794,mubawab.ma,8387794,Marrakech,,Marrakech-Safi,,,241.0,2.0,2.0,unfurnished,yes,yes,unknown,3000000.0,12448.13,appartement,sale,,unknown,2026-09-02T20:58:43+00:00,https://www.mubawab.ma/fr/a/8387794/penthouse-241-m%C2%B2-avec-terrasse-150-m%C2%B2-%E2%80%93-v-hugo,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387801,mubawab.ma,8387801,Casablanca,,Casablanca-Settat,,,65.0,2.0,1.0,unknown,unknown,unknown,unknown,7720000.0,118769.23,appartement,sale,,unknown,2026-09-02T06:10:26+00:00,https://www.mubawab.ma/fr/a/8387801/jolie-appartement-a-vendre,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387834,mubawab.ma,8387834,Dar Bouazza,,Casablanca-Settat,,,102.0,2.0,2.0,furnished,yes,yes,unknown,2100000.0,20588.24,appartement,sale,,unknown,2026-09-02T13:02:20+00:00,https://www.mubawab.ma/fr/a/8387834/rez-de-jardin-premium-avec-jardin-%C3%A0-dar-bouazza,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387897,mubawab.ma,8387897,Bouskoura,,Casablanca-Settat,,,84.0,2.0,2.0,unknown,yes,unknown,unknown,2965000.0,35297.62,appartement,sale,,unknown,2026-09-02T00:16:17+00:00,https://www.mubawab.ma/fr/a/8387897/appartement-neuf-84m,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8387923,mubawab.ma,8387923,Marrakech,laver Hay Targa à,Marrakech-Safi,,,58.0,2.0,1.0,furnished,unknown,unknown,unknown,,,appartement,sale,,unknown,2026-09-02T21:05:14+00:00,https://www.mubawab.ma/fr/a/8387923/appartement-meubl%C3%A9-targa,rejected,missing_price,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388052,mubawab.ma,8388052,Casablanca,,Casablanca-Settat,,,86.0,2.0,2.0,furnished,yes,unknown,unknown,1250000.0,14534.88,appartement,sale,,unknown,2026-09-02T06:10:38+00:00,https://www.mubawab.ma/fr/a/8388052/%C3%A0-vendre-appartement-86m%C2%B2-%C3%A0-val-fleuri-casablanca,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388058,mubawab.ma,8388058,Bouznika,,Casablanca-Settat,,,58.0,2.0,1.0,unknown,unknown,unknown,unknown,6340000.0,109310.34,appartement,sale,,unknown,2026-09-02T01:33:54+00:00,https://www.mubawab.ma/fr/a/8388058/bel-appartement-%C3%A0-vendre-%C3%A0-quelques-minutes-de-la-plage,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388083,mubawab.ma,8388083,Tanger,,Tangier-Tetouan-Al Hoceima,,,65.0,2.0,2.0,unknown,unknown,yes,unknown,7100000.0,109230.77,appartement,sale,,unknown,2026-09-01T22:30:12+00:00,https://www.mubawab.ma/fr/a/8388083/appartements-2-chambres-avec-ascenseur-%E2%80%93-%C3%A9ligibles-aide-70-000-dh-%E2%80%93-tanger,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388095,mubawab.ma,8388095,Marrakech,,Marrakech-Safi,,,34.0,2.0,1.0,unknown,yes,yes,unknown,7600000.0,223529.41,appartement,sale,,unknown,2026-09-02T21:05:20+00:00,https://www.mubawab.ma/fr/a/8388095/studios-duplex-neufs-%E2%80%93-achat-sur-plan-marrakech,rejected,price_per_m2_outlier|missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388122,mubawab.ma,8388122,Bouskoura,,Casablanca-Settat,,,74.0,3.0,1.0,unknown,yes,yes,unknown,13490000.0,182297.3,appartement,sale,,unknown,2026-09-02T00:16:20+00:00,https://www.mubawab.ma/fr/a/8388122/appartement-%C3%A0-vendre-74-m%C2%B2-3-chambres-bouskoura-bouskoura,rejected,price_per_m2_outlier|missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388133,mubawab.ma,8388133,Dar Bouazza,,Casablanca-Settat,,,111.0,2.0,2.0,furnished,yes,yes,unknown,1950000.0,17567.57,appartement,sale,,unknown,2026-09-02T13:04:29+00:00,https://www.mubawab.ma/fr/a/8388133/appartement-%C3%A0-vendre-de-111-0-m%C2%B2-%C3%A0-dar-bouazza-tamaris1,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388175,mubawab.ma,8388175,Marrakech,le prestigieux quartier de l'Agdal à,Marrakech-Safi,,,130.0,2.0,2.0,furnished,yes,yes,unknown,,,appartement,sale,,unknown,2026-09-02T21:05:23+00:00,https://www.mubawab.ma/fr/a/8388175/appartement-en-vente-%C3%A0-agdal-2-belles-chambres-double-vitrage-et-chauffage-central,rejected,missing_price,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388231,mubawab.ma,8388231,Marrakech,,Marrakech-Safi,,,90.0,3.0,1.0,furnished,yes,yes,unknown,1540000.0,17111.11,appartement,sale,,unknown,2026-09-02T20:45:41+00:00,https://www.mubawab.ma/fr/a/8388231/appartement-90-m%C2%B2-%C3%A0-vendre-%E2%80%93-3-chambres-%E2%80%93-camp-el-ghoul-proche-victor-hugo,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388242,mubawab.ma,8388242,Casablanca,,Casablanca-Settat,,,68.0,2.0,1.0,unknown,yes,unknown,unknown,3950000.0,58088.24,appartement,sale,,unknown,2026-09-02T06:10:48+00:00,https://www.mubawab.ma/fr/a/8388242/opportunit%C3%A9-d-investissement-de-la-semaine,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388277,mubawab.ma,8388277,Agadir,,Souss-Massa,,,60.0,2.0,2.0,unknown,unknown,unknown,unknown,6510000.0,108500.0,appartement,sale,,unknown,2026-09-01T23:49:51+00:00,https://www.mubawab.ma/fr/a/8388277/des-appartments-a-vendre-au-coeur-d-agadir,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388281,mubawab.ma,8388281,Agadir,,Souss-Massa,,,87.0,2.0,2.0,unknown,unknown,unknown,unknown,1300000.0,14942.53,appartement,sale,,unknown,2026-09-01T23:49:55+00:00,https://www.mubawab.ma/fr/a/8388281/appartement-87m2-4eme-%C3%A9tage,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388282,mubawab.ma,8388282,Marrakech,,Marrakech-Safi,,,96.0,3.0,2.0,unfurnished,yes,yes,unknown,1600000.0,16666.67,appartement,sale,,unknown,2026-09-02T21:05:27+00:00,https://www.mubawab.ma/fr/a/8388282/appartement-en-vente-de-superficie-96m%C2%B2,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388285,mubawab.ma,8388285,Marrakech,Prestigia,Marrakech-Safi,,,95.0,3.0,2.0,furnished,yes,yes,unknown,,,appartement,sale,,unknown,2026-09-02T20:58:47+00:00,https://www.mubawab.ma/fr/a/8388285/appartement-3-chambres-a-l%E2%80%99%C3%A9tage-%C3%A0-vendre-prestigia-marrakech,rejected,missing_price,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388316,mubawab.ma,8388316,Agadir,,Souss-Massa,,,40.0,3.0,1.0,unknown,unknown,unknown,yes,6340000.0,158500.0,appartement,sale,,unknown,2026-09-01T23:47:03+00:00,https://www.mubawab.ma/fr/a/8388316/des-studios-a-vendre-au-c%C5%93ur-de-la-ville-agadir,rejected,price_per_m2_outlier|missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388320,mubawab.ma,8388320,Marrakech,,Marrakech-Safi,,,377.0,4.0,3.0,furnished,unknown,yes,unknown,4100000.0,10875.33,appartement,sale,,unknown,2026-09-02T21:05:29+00:00,https://www.mubawab.ma/fr/a/8388320/villa-meubl%C3%A9e-4-chambres-%C3%A0-ouahat-sidi-brahim,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388368,mubawab.ma,8388368,Casablanca,,Casablanca-Settat,,,48.0,2.0,1.0,unknown,yes,yes,unknown,1390000.0,28958.33,appartement,sale,,unknown,2026-09-02T06:08:15+00:00,https://www.mubawab.ma/fr/a/8388368/studio-de-luxe-bourgogne-deux-fa%C3%A7ades,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388413,mubawab.ma,8388413,Casablanca,,Casablanca-Settat,,,50.0,2.0,1.0,unknown,yes,unknown,unknown,1370000.0,27400.0,appartement,sale,,unknown,2026-09-02T06:08:17+00:00,https://www.mubawab.ma/fr/a/8388413/studio-de-luxe-double-vitrage-%C3%A0-bourgogne,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388433,mubawab.ma,8388433,Casablanca,,Casablanca-Settat,,,144.0,3.0,3.0,furnished,yes,unknown,unknown,2100000.0,14583.33,appartement,sale,,unknown,2026-09-02T03:28:56+00:00,https://www.mubawab.ma/fr/a/8388433/a-vendre-appartement-au-quartier-des-h%C3%B4pitaux,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388468,mubawab.ma,8388468,Essaouira,Centre ville,Marrakech-Safi,,,380.0,4.0,3.0,unknown,yes,yes,unknown,,,appartement,sale,,unknown,2026-09-02T14:33:58+00:00,https://www.mubawab.ma/fr/a/8388468/villa-en-centre-ville,rejected,missing_price,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388501,mubawab.ma,8388501,Casablanca,,Casablanca-Settat,,,140.0,4.0,2.0,unknown,yes,yes,unknown,1400000.0,10000.0,appartement,sale,,unknown,2026-09-02T05:38:29+00:00,https://www.mubawab.ma/fr/a/8388501/tr%C3%A8s-bel-appart-%C3%A0-vendre-1400000-%C3%A0-c-i-l-casa,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388543,mubawab.ma,8388543,El Jadida,,Casablanca-Settat,,,54.0,2.0,1.0,furnished,yes,unknown,unknown,3340000.0,61851.85,appartement,sale,,unknown,2026-09-02T14:21:39+00:00,https://www.mubawab.ma/fr/a/8388543/route-et-bon-lait,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388627,mubawab.ma,8388627,Casablanca,,Casablanca-Settat,,,128.0,3.0,1.0,unknown,unknown,unknown,unknown,2200000.0,17187.5,appartement,sale,,unknown,2026-09-02T06:08:24+00:00,https://www.mubawab.ma/fr/a/8388627/appartement-de-128-m%C2%B2-%C3%A0-casablanca,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388662,mubawab.ma,8388662,Marrakech,,Marrakech-Safi,,,82.0,2.0,2.0,unknown,yes,yes,unknown,1550000.0,18902.44,appartement,sale,,unknown,2026-09-02T20:50:20+00:00,https://www.mubawab.ma/fr/a/8388662/magnifique-appartement-%C3%A0-vendre,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388693,mubawab.ma,8388693,Bouskoura,,Casablanca-Settat,,,80.0,2.0,2.0,furnished,yes,unknown,unknown,11700000.0,146250.0,appartement,sale,,unknown,2026-09-02T00:16:25+00:00,https://www.mubawab.ma/fr/a/8388693/appartement-%C3%A0-vendre-80-m%C2%B2-2-chambres-bouskoura-bouskoura,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388697,mubawab.ma,8388697,Dar Bouazza,,Casablanca-Settat,,,125.0,3.0,2.0,unknown,yes,yes,unknown,1700000.0,13600.0,appartement,sale,,unknown,2026-09-02T13:04:31+00:00,https://www.mubawab.ma/fr/a/8388697/appartement-%C3%A0-vendre-125-m%C2%B2-3-chambres-tamaris-dar-bouazza,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388709,mubawab.ma,8388709,Dar Bouazza,,Casablanca-Settat,,,88.0,3.0,2.0,unknown,yes,yes,unknown,1200000.0,13636.36,appartement,sale,,unknown,2026-09-02T13:04:34+00:00,https://www.mubawab.ma/fr/a/8388709/appartement-%C3%A0-vendre-88-m%C2%B2-3-chambres-autre-dar-bouazza,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388722,mubawab.ma,8388722,Dar Bouazza,,Casablanca-Settat,,,150.0,3.0,2.0,unknown,yes,unknown,unknown,1900000.0,12666.67,appartement,sale,,unknown,2026-09-02T13:04:37+00:00,https://www.mubawab.ma/fr/a/8388722/appartement-%C3%A0-vendre-150-m%C2%B2-3-chambres-tamaris-dar-bouazza,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388731,mubawab.ma,8388731,Dar Bouazza,,Casablanca-Settat,,,158.0,3.0,2.0,furnished,yes,unknown,unknown,3250000.0,20569.62,appartement,sale,,unknown,2026-09-02T13:04:40+00:00,https://www.mubawab.ma/fr/a/8388731/appartement-%C3%A0-vendre-de-158-0-m%C2%B2-%C3%A0-dar-bouazza-tamaris1,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388732,mubawab.ma,8388732,Dar Bouazza,,Casablanca-Settat,,,147.0,3.0,3.0,furnished,yes,unknown,unknown,2600000.0,17687.07,appartement,sale,,unknown,2026-09-02T13:04:43+00:00,https://www.mubawab.ma/fr/a/8388732/appartement-%C3%A0-vendre-de-147-0-m%C2%B2-%C3%A0-dar-bouazza-tamaris1,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388820,mubawab.ma,8388820,Agadir,,Souss-Massa,,,53.0,1.0,1.0,unknown,unknown,unknown,unknown,4640000.0,87547.17,appartement,sale,,unknown,2026-09-01T23:50:02+00:00,https://www.mubawab.ma/fr/a/8388820/appartement-avendre-%C3%A0-hay-ttadamon-53-m2,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388866,mubawab.ma,8388866,Marrakech,,Marrakech-Safi,,,71.0,2.0,1.0,furnished,yes,unknown,unknown,1100000.0,15492.96,appartement,sale,,unknown,2026-09-02T21:01:55+00:00,https://www.mubawab.ma/fr/a/8388866/appartement-%C3%A0-vendre-marrakech-hay-andalous,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388928,mubawab.ma,8388928,Casablanca,,Casablanca-Settat,,,353.0,3.0,3.0,unknown,yes,yes,unknown,5500000.0,15580.74,appartement,sale,,unknown,2026-09-02T05:42:51+00:00,https://www.mubawab.ma/fr/a/8388928/%C3%A0-vendre-magnifique-triplex-avec-jardin,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388949,mubawab.ma,8388949,Casablanca,,Casablanca-Settat,,,65.0,2.0,2.0,furnished,yes,unknown,unknown,1550000.0,23846.15,appartement,sale,,unknown,2026-09-02T01:41:59+00:00,https://www.mubawab.ma/fr/a/8388949/appartement-premium-a-saisir,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388951,mubawab.ma,8388951,Berrechid,,Casablanca-Settat,,,143.0,3.0,2.0,unknown,unknown,yes,unknown,1050000.0,7342.66,appartement,sale,,unknown,2026-09-02T00:10:07+00:00,https://www.mubawab.ma/fr/a/8388951/tres-beau-appartement-de-standing-moyen-a-seulemen,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388971,mubawab.ma,8388971,Marrakech,,Marrakech-Safi,,,68.0,2.0,1.0,unknown,yes,unknown,unknown,13550000.0,199264.71,appartement,sale,,unknown,2026-09-02T16:37:18+00:00,https://www.mubawab.ma/fr/a/8388971/le-parking-souterrain-%C3%A0-ain-m-zwar-appartement-au-premier-%C3%A9tage,rejected,price_per_m2_outlier|missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388975,mubawab.ma,8388975,Casablanca,,Casablanca-Settat,,,118.0,2.0,2.0,unknown,yes,yes,unknown,2856000.0,24203.39,appartement,sale,,unknown,2026-09-02T06:08:44+00:00,https://www.mubawab.ma/fr/a/8388975/appartement-de-luxe-aux-princesses,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8388993,mubawab.ma,8388993,Agadir,,Souss-Massa,,,139.0,2.0,2.0,furnished,unknown,yes,unknown,2700000.0,19424.46,appartement,sale,,unknown,2026-09-01T23:47:07+00:00,https://www.mubawab.ma/fr/a/8388993/nous-proposons-un-appartement-de-luxe-%C3%A0-vendre-%C3%A0-marina,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8389014,mubawab.ma,8389014,Marrakech,,Marrakech-Safi,,,86.0,7.0,2.0,unknown,unknown,unknown,unknown,2200000.0,25581.4,appartement,sale,,unknown,2026-09-02T21:05:45+00:00,https://www.mubawab.ma/fr/a/8389014/jardin-de-la-mari%C3%A9e,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8389018,mubawab.ma,8389018,Casablanca,,Casablanca-Settat,,,89.0,2.0,1.0,unknown,yes,yes,unknown,1150000.0,12921.35,appartement,sale,,unknown,2026-09-02T06:08:48+00:00,https://www.mubawab.ma/fr/a/8389018/appt-%C3%A0-vendre,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8389030,mubawab.ma,8389030,Bouznika,,Casablanca-Settat,,,121.0,3.0,2.0,unknown,unknown,yes,unknown,1949000.0,16107.44,appartement,sale,,unknown,2026-09-02T01:33:57+00:00,https://www.mubawab.ma/fr/a/8389030/bel-appartement-%C3%A0-vendre-%C3%A0-el-mansouria-5-grandes-pi%C3%A8ces-piscine-climatisation,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8389067,mubawab.ma,8389067,Marrakech,,Marrakech-Safi,,,75.0,2.0,2.0,furnished,yes,unknown,unknown,1650000.0,22000.0,appartement,sale,,unknown,2026-09-02T21:00:24+00:00,https://www.mubawab.ma/fr/a/8389067/ch-immobilier-%E2%80%93-appartement-%C3%A0-vendre,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8389073,mubawab.ma,8389073,Agadir,laver Haut Anza à,Souss-Massa,,,74.0,2.0,2.0,furnished,yes,yes,unknown,,,appartement,sale,,unknown,2026-09-01T23:47:10+00:00,https://www.mubawab.ma/fr/a/8389073/appartement-neuf-meubl%C3%A9-%C3%A0-vendre-%E2%80%93-anza-agadir,rejected,missing_price,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8389083,mubawab.ma,8389083,Casablanca,,Casablanca-Settat,,,72.0,2.0,1.0,furnished,unknown,unknown,unknown,480000.0,6666.67,appartement,sale,,unknown,2026-09-02T06:08:50+00:00,https://www.mubawab.ma/fr/a/8389083/appartement-%C3%A0-vendre-72-m2-%C3%A0-casablanca,warning,missing_or_invalid_neighborhood,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
