listing_id,split_group,fold
mubawab.ma:content:1f0a32dc4183a50cb55a9336,g1658,4
mubawab.ma:content:68cfe833bb7ed484ec26beb7,g1659,2
mubawab.ma:url:a2cef5b43ba9797460ff3b7a,g1228,1
mubawab.ma:content:1b70c13d8c8ed7e78e9d7684,g1663,1
mubawab.ma:content:4512d531341129ef4bf5bb63,g1664,0
mubawab.ma:content:3071d0e9121bd8fcd8a550fc,g490,0
mubawab.ma:url:c010d571be51b7db60802c39,g84,4
mubawab.ma:content:d132f80fd395c76e90d7daeb,g1670,3
mubawab.ma:content:f6781ea8bfa65cc2c6336afe,g1672,2
mubawab.ma:content:3d692e9c394ff0b9cc6de527,g1673,1
mubawab.ma:native:8249516,g1674,0
mubawab.ma:content:6bbcb3ee794a482dd980b6c1,g1676,2
mubawab.ma:native:8347064,g1678,4
mubawab.ma:content:ced0282d6de0f1b3486960a8,g1679,3
mubawab.ma:content:4846aef26190d1bc7d01ae9b,g1681,1
mubawab.ma:content:d9456aea1dce411199dbd9e0,g1682,0
mubawab.ma:content:f30efd24e0cb120eb1f5f205,g1684,4
mubawab.ma:native:8357638,g1685,4
mubawab.ma:content:bc96509bb05356eab40b017d,g1686,3
mubawab.ma:content:33d038bf3af05cd80cdca6dc,g1688,2
mubawab.ma:native:8364569,g1691,4
mubawab.ma:content:ae1f82b95d303ac68acb0ac8,g1692,0
mubawab.ma:content:d8491b24eb69e12bf8294d89,g1693,4
mubawab.ma:content:06fb6a8b0323b31f49eab0b2,g1694,3
mubawab.ma:content:a9636c35f2e907df1965f442,g1695,2
mubawab.ma:content:a387e39f2e36d3521e24d81c,g170,4
mubawab.ma:content:f1fe06be81984ed83619fa3c,g1697,1
mubawab.ma:content:38f22f33898ec4b958f7f8d1,g1698,3
mubawab.ma:content:6684929bc6bd3c9b4757e2bd,g1700,4
mubawab.ma:content:7940467a729b008c4a5ff665,g1701,3
mubawab.ma:content:459d043cb273b9a56b8e03fd,g1702,2
mubawab.ma:content:697ff5d9db4d713573f40af8,g1704,1
mubawab.ma:content:c0e7230781429b2862e7e66b,g1705,0
mubawab.ma:content:a1c9327c2fdca98a0f2bc963,g1706,1
mubawab.ma:content:33ccfe3a4c20ca7b19cfd282,g1708,4
mubawab.ma:content:f8e61631b5e61f7c516ce62e,g1709,3
mubawab.ma:content:f8b3d3e1f409f21c4999d3ff,g1710,2
mubawab.ma:content:3e6c5b4e595f12aa84eb687b,g1712,3
mubawab.ma:native:8397162,g1713,2
mubawab.ma:content:94df91d0165eb3ea32549fc0,g1715,1
mubawab.ma:content:cdb813883e9a450140f27999,g1717,1
mubawab.ma:native:8407042,g1718,0
mubawab.ma:content:7dc4a67430330a185cd35869,g1719,4
mubawab.ma:content:5ab9227d8342a4d0cee23967,g1722,3
mubawab.ma:content:45448c059493d4e3ada5be2d,g1724,2
mubawab.ma:content:8862da98532b7bfd0b575310,g1725,1
mubawab.ma:content:3397183a8bf9e4df558ea7fd,g1727,0
mubawab.ma:content:10ecfc9140fc578ab84bdf8d,g961,0
mubawab.ma:content:9a5b7fe5698ff0d3108d9082,g1729,1
mubawab.ma:content:941f1cbf7e193108d4130d78,g1732,0
mubawab.ma:content:03b67f371c3a6e87fca8f1d0,g1733,4
mubawab.ma:content:76297a9b1c6030c7044691af,g1735,3
mubawab.ma:content:c4b93131f87541a8e6533082,g1736,2
mubawab.ma:content:69b136eee510293fdd9a3326,g1737,1
mubawab.ma:native:7975737,g1739,0
mubawab.ma:content:de2a4555af3b4d2499d382c8,g1740,4
mubawab.ma:content:53aeb7b2ad468704eb284929,g1742,3
mubawab.ma:content:76c9aeb3f23a61e2c6de3006,g1743,4
mubawab.ma:content:ef0f91c49d411b0657f22dcc,g1744,3
mubawab.ma:native:8337711,g1746,2
mubawab.ma:url:33972be28de23886a5b86481,g555,1
mubawab.ma:native:8350855,g1749,2
mubawab.ma:native:8192825,g1691,4
mubawab.ma:content:7a2fc03c8b2d0a1adfce958a,g1752,1
mubawab.ma:content:86dc1e1ec1d08f903cc19349,g1753,0
mubawab.ma:content:eda51cd096484d9619e31438,g1757,1
mubawab.ma:content:fe20d6e00e128b93fd65050d,g1759,0
mubawab.ma:native:8403187,g1760,4
mubawab.ma:native:8176190,g1761,3
mubawab.ma:content:45ad6bf0b89e6fcccc7dd9f8,g1763,2
mubawab.ma:content:ee50e5ae6c560821ee3bb25c,g1767,4
mubawab.ma:content:aca2c6d79e789428b2a3196c,g1093,1
mubawab.ma:content:fa7178ebf91ed8de850786ce,g1770,2
mubawab.ma:content:b7222c8947ac4230dda2f56d,g1772,1
mubawab.ma:native:8306289,g1775,3
mubawab.ma:content:243407c4309bcae526313c1f,g1776,0
mubawab.ma:content:0a03a927a71a9cb71435274a,g1778,4
mubawab.ma:content:77e6eed09206bb05b60e7b59,g1781,3
mubawab.ma:content:e694dfe81a2cd89e89748592,g1783,2
mubawab.ma:content:491fde47f80c868ed79f30ea,g1785,1
mubawab.ma:native:8396747,g1787,0
mubawab.ma:content:ff27cf47961f7edee0685855,g1788,4
mubawab.ma:content:9e258aa19fcd87c3b6f5ee47,g1789,3
mubawab.ma:content:071c557ad186e3de7990ed69,g1790,2
mubawab.ma:content:7f1416adc2cb698068c25cf6,g1792,1
mubawab.ma:content:99dd69223cbd9717f26dbdd3,g1793,0
mubawab.ma:native:8314943,g1794,1
mubawab.ma:content:dc59aade6b31d512065cc6b0,g171,2
mubawab.ma:native:8248699,g1797,0
mubawab.ma:content:842aa75507fa4e3236c2e592,g1798,4
mubawab.ma:native:8350251,g1799,4
mubawab.ma:content:3371fe4c56ddc7cadc2a95ff,g1801,2
mubawab.ma:content:247e228fbccc1388af651e28,g1802,3
mubawab.ma:native:8389558,g1804,3
mubawab.ma:native:8405404,g1806,1
mubawab.ma:content:08be91023745acbb94c007c3,g1807,0
mubawab.ma:content:6fd83fde3281653adab3278b,g1809,2
mubawab.ma:content:2bb54d143ea3cf9e450e4aec,g1812,4
mubawab.ma:content:44f2061e7ee03f654f614d93,g1813,1
mubawab.ma:content:e2d6a589f50ab7b0778ad7d9,g1814,3
mubawab.ma:native:8325053,g1815,2
mubawab.ma:content:f3a6d459cbb481204a7def69,g1816,1
mubawab.ma:content:7944a690856fd158bbeb26ff,g1821,4
mubawab.ma:content:fa782f3632d8259307119a95,g1823,3
mubawab.ma:content:d8c9fc2f0710d5dc17aef17d,g1824,0
mubawab.ma:content:e149979fbf60a9cc6800295b,g1826,2
mubawab.ma:native:8392708,g1828,1
mubawab.ma:content:26d8ad84801726504386595a,g1830,0
mubawab.ma:content:c22a3cdb3c935b0e04dd0b8b,g1831,4
mubawab.ma:content:b98972dc07897ea5c173eb34,g1833,3
mubawab.ma:native:8074802,g1834,2
mubawab.ma:native:8399409,g269,1
mubawab.ma:content:a5f25cfce00e81d3a2d4d388,g1836,1
mubawab.ma:content:6e27bee92ba76b02fa5078e1,g1837,0
mubawab.ma:native:8401136,g1839,4
mubawab.ma:content:84ccad27ca2602e55da59cb0,g1840,2
mubawab.ma:content:40d95312ce3023bfff01b5ae,g1841,1
mubawab.ma:content:f6d033015bcbe0dc5e69b1d5,g1843,0
mubawab.ma:native:8303931,g1845,4
mubawab.ma:native:8395770,g1846,4
mubawab.ma:content:fec8830390b95c2617ac47d2,g1599,1
mubawab.ma:content:7ab7d21a1dcbdf957b7fae3d,g481,4
mubawab.ma:native:8371911,g1852,2
mubawab.ma:content:a8422b373a534e65fa62bfd9,g1853,1
mubawab.ma:content:1aa222a818d32db2b131dbdd,g1854,0
mubawab.ma:content:7cb19728c72b703d9f5080b2,g1855,0
mubawab.ma:content:6a933b8074fcc1bbf1306425,g1276,3
mubawab.ma:native:8117128,g1859,2
mubawab.ma:content:d3d8b7f16bb0b5e337e9b7ea,g1861,4
mubawab.ma:native:8260768,g1862,3
mubawab.ma:native:8041167,g1863,1
mubawab.ma:content:936baedc2420e5d77004ecd9,g1865,3
mubawab.ma:content:a32cd24281c1093f69800b88,g1866,2
mubawab.ma:content:a1de85fbef060339d008f861,g1868,1
mubawab.ma:content:827298bff87e2c870784ca3a,g1869,0
mubawab.ma:content:c61934bb5133eb26a9764b16,g1870,3
mubawab.ma:content:2f5fc25465e2d0ef06edb041,g1872,2
mubawab.ma:native:8260693,g1191,2
mubawab.ma:content:1671c4c97cbe391634560bd4,g1875,1
mubawab.ma:content:f6623363e8d2ea69f2106e29,g1876,2
mubawab.ma:content:de9aa70c7c143be7deacb921,g1877,0
mubawab.ma:content:5800f59512299eeda0f61fa5,g1878,4
mubawab.ma:native:8314689,g1879,3
mubawab.ma:url:1ed12ac642c5b6214313b7ac,g1880,1
mubawab.ma:content:8d0f5012dc4eb001148d5a8d,g1881,0
mubawab.ma:native:8396301,g1882,2
mubawab.ma:content:44a75274c344390522aacb56,g1883,1
mubawab.ma:content:689dfd4a53749edabcd0c065,g1884,4
mubawab.ma:url:1baeb6ae3bdd3e15ed6ff858,g1885,3
mubawab.ma:content:7358cdb7011cb782be660960,g1886,2
mubawab.ma:native:8356316,g1889,1
mubawab.ma:content:25c498ed835b013cecc88110,g1891,0
mubawab.ma:content:29de4463994e64e223adf3dc,g1892,0
mubawab.ma:native:8279484,g1230,0
mubawab.ma:content:7caad992e7eef05a4fed1fc4,g1894,4
mubawab.ma:content:b9ea58797456f89decdb980e,g1448,4
mubawab.ma:content:c317c17931deef81297b62ad,g1897,0
mubawab.ma:content:b10388ef69460f615feeee58,g1898,3
mubawab.ma:url:a546165e66b98710f03525f0,g1902,1
mubawab.ma:content:a6ab2631a36e90ed79810f69,g1903,0
mubawab.ma:content:8ab749c569fee8555d6b4bc1,g1904,4
mubawab.ma:native:8374155,g1905,3
mubawab.ma:content:594adf1bdfaaef95d7fa7a9a,g1906,3
mubawab.ma:content:a49cbe5212d637e4584e9d97,g1907,2
mubawab.ma:native:7714693,g1909,2
mubawab.ma:content:29fbb5394d1ff48f1e9ed0f9,g1910,2
mubawab.ma:native:8223015,g1912,1
mubawab.ma:content:fe7a2324898624d5da1c75c4,g1914,1
mubawab.ma:native:8137958,g1018,4
mubawab.ma:content:e80e48fb8c8d31347c218187,g1916,4
mubawab.ma:content:28a9c7098cc8cd810eea0193,g1917,0
mubawab.ma:content:889e77889d0734bfba73f952,g82,3
mubawab.ma:content:0e2f1e255a79f0841a67bc31,g1919,4
mubawab.ma:content:3d01230147c58e9dc90346ae,g1924,0
mubawab.ma:native:8374669,g1925,1
mubawab.ma:content:30ae1e3adc777cd066e03a42,g1926,3
mubawab.ma:content:c49e1e5b419feeeb7cc180ab,g1928,2
mubawab.ma:content:02794bf532011753f12c23b6,g1929,1
mubawab.ma:content:61c7e45f001db71b785661f4,g1002,4
mubawab.ma:content:d0ad9643b0b3fcaa86627cba,g1932,4
mubawab.ma:content:addd33b5ca47d8627fd96970,g1933,3
mubawab.ma:native:8142504,g1934,2
mubawab.ma:content:b2aba9e71597ff21c44b305d,g1939,1
mubawab.ma:content:4ea2624791ad2a21f91d8371,g1940,0
mubawab.ma:content:3fa03ceed3e5496d239d9856,g1942,4
mubawab.ma:content:3eb6217f72e176e0b5b41479,g1944,3
mubawab.ma:content:82308e4ca078dd352802ee03,g1945,3
mubawab.ma:content:2dfe3c5cd9d9214549ff0642,g1199,0
mubawab.ma:content:edc7472a1d4b664478292894,g1948,4
mubawab.ma:native:8383031,g1950,3
mubawab.ma:content:6b9b028fe09aa0fa7d3829b2,g1951,2
mubawab.ma:content:b0f8e794456fc9f12d93fd5b,g1956,1
mubawab.ma:content:24a9525924b57f03a3736f7e,g1957,1
mubawab.ma:content:4599cb3302f253a2ea26f180,g1959,0
mubawab.ma:content:a6ce11317f7ff101c016754e,g1961,0
mubawab.ma:native:8392663,g1962,3
mubawab.ma:content:7487fdcae1beb52ec5fa61a7,g1964,3
mubawab.ma:content:c4987418cddd76b62f3fe502,g1965,2
mubawab.ma:content:ca09a98ceaae24a5a1673d0f,g1970,0
mubawab.ma:content:065598412c9ce84e99206caa,g1971,4
mubawab.ma:content:574824938d008a2929c0d9a4,g1972,3
mubawab.ma:content:4a362d7d69603dd3217493a5,g1974,2
mubawab.ma:content:cddb3c961e7d8fd444927d96,g1975,1
mubawab.ma:url:e6310c4570a198b8364b7c7a,g1976,4
mubawab.ma:content:f5b50736967dd285daea17cd,g1980,0
mubawab.ma:content:a9e8802b7a96d8e58612c5b5,g1982,3
mubawab.ma:content:3bf32be5ad669dbf6e4a0d4e,g1984,4
mubawab.ma:content:943d2b1ae8b09f6f729f952f,g1985,3
mubawab.ma:content:9793f5943c31a25a76feddab,g1988,2
mubawab.ma:content:75d29c67965896bec4ba99e0,g1080,1
mubawab.ma:url:d8b26df0778cafae469d0ed0,g1991,2
mubawab.ma:native:8325642,g1992,1
mubawab.ma:native:7964821,g1995,0
mubawab.ma:content:0fbe05c5fd864f4cc7f0da11,g1997,4
mubawab.ma:content:4a36b116277468a556f6cd3e,g1999,3
mubawab.ma:content:7c295c89e6a3e862fcaa97ca,g2002,1
mubawab.ma:content:f838d13059a7a9be3f372067,g2008,0
mubawab.ma:native:8163491,g2009,1
mubawab.ma:content:18ca72a0c9b32687f240b759,g2012,3
mubawab.ma:native:8391385,g2013,2
mubawab.ma:content:5e74c2ca3c459011ed176814,g2014,1
mubawab.ma:content:3917dc291ad3a716c92435b8,g2015,0
mubawab.ma:content:a9e5e7a24c1359dd13d59831,g2016,4
mubawab.ma:url:f836b17ede2048e2668444d2,g2017,2
mubawab.ma:content:cf9eb68cfbf4704c66dcd1ec,g2023,3
mubawab.ma:content:bb6163fbc324a957aaccd4b0,g2024,2
mubawab.ma:native:8402324,g2025,1
mubawab.ma:content:8fadde35709fc370ea66a9f3,g2026,0
mubawab.ma:content:b8df6087e91e4c356f403186,g2030,4
mubawab.ma:content:b303ddcb8443711c2b4edd49,g2032,4
mubawab.ma:content:d7c3c92acbfcf70bf21b0533,g2037,3
mubawab.ma:content:5e61a999cd670a10e0098dce,g2038,3
mubawab.ma:content:7946f1b9b9fb8480c88bddb1,g2040,2
mubawab.ma:content:22e5eb79c9c3fed9f1f061bb,g2041,1
mubawab.ma:content:4e9cbc32ad4b9122f194990b,g2042,0
mubawab.ma:content:3bdf24ba125ccd96b39c1294,g2044,4
mubawab.ma:content:2d9e7611972a45afea2eacf6,g583,3
mubawab.ma:content:89818ee21b39574d57e0e2a6,g801,0
mubawab.ma:content:cbdb8857aa4b32998dfff5a5,g2050,3
mubawab.ma:native:8311755,g1322,4
mubawab.ma:content:507c8f5b341493919f81585a,g2058,2
mubawab.ma:native:8339298,g2059,2
mubawab.ma:content:edc0d47d749ebf32b2a064d9,g2060,1
mubawab.ma:content:1111855f6ad09d681bab4f9c,g2061,0
mubawab.ma:content:f91103bb2e6a068dae1ddbfb,g2062,4
mubawab.ma:content:3de2deec7a4cfcaf5a6239e6,g2065,3
mubawab.ma:content:c030689baea2a219b83abb11,g2066,2
mubawab.ma:content:bcf521c4dfdf9dfc0674f2dc,g2070,1
mubawab.ma:native:8325671,g2071,1
mubawab.ma:content:d588ff6d8bd62fcd340edcbc,g2072,1
mubawab.ma:native:8295481,g2074,0
mubawab.ma:content:8f8c1ba21d3362803143c098,g2078,4
mubawab.ma:content:c042434733996b4c87fda670,g2079,3
mubawab.ma:content:ed21fef93758c20ce4ee6c64,g2080,2
mubawab.ma:content:3412b55321a7bb67a9cd665a,g2081,1
mubawab.ma:content:bc5e9e030322d4ce57707a48,g2082,0
mubawab.ma:content:3cd6bf1584ae66fa5e3afe3b,g2084,4
mubawab.ma:content:c8960cae93a1ae4de6467f11,g2086,3
mubawab.ma:content:ae57a91d07275d51ba6e9a1a,g465,1
mubawab.ma:content:c8f356e7b695e29a14b5af65,g2089,3
mubawab.ma:content:d47a6ba141a5f1a501d451ba,g29,2
mubawab.ma:content:de6be747d1dbd54e0c64a900,g2091,0
mubawab.ma:content:609045b43496a141ff046a9c,g2092,2
mubawab.ma:native:8293082,g2094,4
mubawab.ma:native:8367044,g2096,1
mubawab.ma:content:da7fbdca01fd5f42851e845a,g2097,0
mubawab.ma:content:5237be76f85a46744f1cd968,g2098,4
mubawab.ma:content:3739782202c9d3583be7a62c,g2089,3
mubawab.ma:native:8192185,g392,0
mubawab.ma:content:9a3adecb1220303cb67058bf,g2101,4
mubawab.ma:content:c508b9a5ffd5f8d2caa924fe,g2102,2
mubawab.ma:native:8255002,g2103,1
mubawab.ma:native:8249083,g2107,3
mubawab.ma:content:e75f1770a1e5988ce90c4db9,g2109,0
mubawab.ma:content:c8e691ba2371b528c75dac86,g392,0
mubawab.ma:content:4790093c67861abfbe5345a3,g2112,4
mubawab.ma:content:607d27f2c02d47ddfbe353e0,g371,2
mubawab.ma:content:d79fa1bd2903b78fb24616bd,g2119,3
mubawab.ma:content:c4d3cb3f360fe2f6f6b5f12e,g2124,2
mubawab.ma:content:92299e6a82a5555e8f51fa1e,g666,0
mubawab.ma:native:8333372,g2126,3
mubawab.ma:native:7944199,g1757,1
mubawab.ma:content:1aa41e6322194dd64376f45c,g1366,1
mubawab.ma:content:fc20e2b8094d2551733cee1d,g2130,2
mubawab.ma:native:8107038,g2132,1
mubawab.ma:content:50738a7b5cfb7f04d6424540,g48,2
mubawab.ma:native:8260230,g2135,1
mubawab.ma:native:7988330,g2136,0
mubawab.ma:content:75b035d441c791102019daf6,g2137,0
mubawab.ma:native:7937876,g2139,4
mubawab.ma:content:b21b19d4b3231e9e8f739773,g2140,3
mubawab.ma:content:e9754ee51fcd2dbb842dce76,g2141,2
mubawab.ma:content:1d0b9fb58348cc3b61acee32,g2143,3
mubawab.ma:content:b4bd5738bf5d92d72bc4155d,g2148,2
mubawab.ma:content:b66ae42183ed288735e90a7e,g2149,2
mubawab.ma:native:8261460,g2150,0
mubawab.ma:native:8298495,g2151,1
mubawab.ma:content:503382e5743df26fd5c84382,g2155,1
mubawab.ma:native:8293061,g2156,0
mubawab.ma:content:275058118997c0b5056596b5,g76,0
mubawab.ma:content:2b8a99559155fb697ca7c590,g2159,4
mubawab.ma:content:b7873173b7e62b0fefe30d87,g2160,2
mubawab.ma:content:deea9eeb13a813fa81c9c9f4,g2161,1
mubawab.ma:native:8359258,g220,2
mubawab.ma:content:1f18d971623ac7468b61f8fd,g2164,0
mubawab.ma:content:b8e40419dd09d239e9058e6e,g2165,0
mubawab.ma:native:8317965,g2166,4
mubawab.ma:native:8386974,g1658,4
mubawab.ma:content:be57d5f9129f4c33096bb4f6,g2170,3
mubawab.ma:content:25c39b6ea3ec567f6d784d13,g1778,4
mubawab.ma:content:2489776700dc5cb63505266d,g2174,2
mubawab.ma:content:da8288ba134fded219296536,g2179,1
mubawab.ma:native:8368629,g2180,4
mubawab.ma:content:fb5bcf435d0311275bd1bc25,g2182,3
mubawab.ma:content:5dc579922699e3932545c3ab,g2184,2
mubawab.ma:content:94f3b4cdbfb9541da34ecc34,g2186,1
mubawab.ma:content:a0430024459e3e454e7df012,g2187,0
mubawab.ma:content:73d336a6cf855af8a52d8375,g1454,2
mubawab.ma:content:244142213bfb47d5ca8bfd92,g2189,3
mubawab.ma:content:f97dccf657577ae27a74ecee,g2190,4
mubawab.ma:native:8359403,g1265,2
mubawab.ma:content:6fd51e8afe65f71b01472404,g2195,3
mubawab.ma:content:550f5766b27ed5be120584e0,g2198,2
mubawab.ma:content:55487f8e12093aac44e7757e,g2203,1
mubawab.ma:content:f5744114e03b620ab6005adc,g2204,1
mubawab.ma:content:432e0b649cfdb2d7f93a6558,g2205,0
mubawab.ma:native:8303245,g2206,0
mubawab.ma:content:3f1c37609a81e9d59cb20a14,g2208,4
mubawab.ma:native:8402423,g2210,2
mubawab.ma:url:1665eba68cebc83b612c34d6,g2213,4
mubawab.ma:content:a8bdd902489eca2e7353c144,g2214,1
mubawab.ma:content:680f706c50ce633ce3701748,g2215,0
mubawab.ma:content:df2e130c707444e1c918a342,g2219,1
mubawab.ma:content:812b0ae816c641ea9f4d81c6,g2221,4
mubawab.ma:content:8b39208663f156b48db84786,g2224,0
mubawab.ma:content:4fdb826eb085df5d3b56ac56,g2225,3
mubawab.ma:content:df2205189ae5cf1cda9961da,g2227,2
mubawab.ma:content:ef70028b75cfa064844c510b,g2229,1
mubawab.ma:content:2aece4ac822f7c1f0e2a7847,g2231,3
mubawab.ma:native:8390683,g2232,2
mubawab.ma:content:1ff120e12aeca22916f7eabd,g2234,4
mubawab.ma:content:9a1b12d4916537af26bcb69b,g2235,1
mubawab.ma:content:84612e9e99239c2e00226bbb,g2236,3
mubawab.ma:content:c185479caf149a94eaf9cb72,g2238,2
mubawab.ma:content:9eb2d35d9f96c0a55ac16662,g2239,1
mubawab.ma:native:8195718,g2240,0
mubawab.ma:content:9a5e4b9344d07272beda117b,g2241,4
mubawab.ma:content:8255b68d8099bf3fbe3e5aaf,g2243,3
mubawab.ma:content:f40d85163f2d8c6d3a812026,g2244,2
mubawab.ma:content:a2b213d2fcb2480f50137a2f,g2246,1
mubawab.ma:native:8276521,g170,4
mubawab.ma:content:2104632a337fd46e5bb5dab2,g2252,0
mubawab.ma:content:5bd586e3ad2fd73f75457902,g2256,0
mubawab.ma:content:3528aa0787ee0c5782a2af6c,g2257,4
mubawab.ma:content:33ad0f41839c2b4581531418,g2259,3
mubawab.ma:content:e3ecd41724a730fac5a749aa,g2260,4
mubawab.ma:content:f2a3f27cd802512bf6c079a7,g2261,4
mubawab.ma:content:1cc56ae1c23657e2cc5fc796,g2263,1
mubawab.ma:content:961c35c154f818943cc5628d,g2264,0
mubawab.ma:native:8340504,g2266,3
mubawab.ma:content:7b41edc30f3b8e36d6a8e4bd,g2267,4
mubawab.ma:native:8211172,g2268,3
mubawab.ma:content:3fb389a80b3e55a6cd132f81,g2269,2
mubawab.ma:content:eb190aea16b2eee51143b268,g2270,3
mubawab.ma:content:bb917829bfd315305fff956a,g2271,0
mubawab.ma:content:709159c8ab8ebe4083438a0f,g2273,4
mubawab.ma:content:9060fd3691b013882e030ac9,g2274,3
mubawab.ma:native:8322597,g2276,2
mubawab.ma:native:8404064,g2279,1
mubawab.ma:native:8401370,g2280,2
mubawab.ma:content:7ea8d6a4c19183916ce8d985,g2282,1
mubawab.ma:content:1cabf3e351df4468a89fbaf7,g690,4
mubawab.ma:content:c879a2e09c21c5c8cde7fa23,g2288,2
mubawab.ma:content:85e0456d0bda299337de22f0,g2289,0
mubawab.ma:content:b457abd7fa30ae1703899327,g2290,3
mubawab.ma:native:8332701,g2291,2
mubawab.ma:url:7b9416bd3ef768bd9f743ca6,g2017,2
mubawab.ma:native:8395407,g2294,0
mubawab.ma:content:9d6859719388aa207c8e94fa,g2295,2
mubawab.ma:content:c1afdd3457c0c6d51df1198f,g2297,1
mubawab.ma:content:c65bf55c55dc312bd517db80,g2298,4
mubawab.ma:content:875d2139520ce950c139ce6a,g2300,4
mubawab.ma:content:bd574e78ff4475c40981462a,g2302,3
mubawab.ma:content:eb1909444f45706d90275ae5,g2303,2
mubawab.ma:content:6d82a1437eb9fee9ba745414,g1284,4
mubawab.ma:content:0c6565748c634b446658d3e6,g2305,1
mubawab.ma:content:3ac0e40ea6893a7ce85ab04a,g2306,1
mubawab.ma:content:f4ffb7e7b7e1c2fc6e9162ed,g2307,4
mubawab.ma:native:8402800,g2308,0
mubawab.ma:content:a165fd497a65651e193beaed,g1656,4
mubawab.ma:native:8261978,g1077,0
mubawab.ma:content:95e6202056acbbd37b20fe59,g2313,2
mubawab.ma:content:9282736e1fd330a0751a7173,g2314,3
mubawab.ma:native:8346739,g2315,2
mubawab.ma:content:0ec009d4798f2516a44ba9c2,g2317,4
mubawab.ma:native:8107775,g2318,3
mubawab.ma:content:9bbe955d4ea9b1885e1fb11a,g2321,2
mubawab.ma:content:02ea35537fbf8df3df57c2ea,g2323,1
mubawab.ma:native:8398672,g2324,0
mubawab.ma:content:614c2460f8ea6cfa6058ae4b,g2325,4
mubawab.ma:content:6184153c6d52724aa7c911be,g833,1
mubawab.ma:content:916140dc7d4f12fc494ff469,g2327,3
mubawab.ma:content:0a2756bf10f3f7245d27ac09,g2330,2
mubawab.ma:native:8283184,g1508,1
mubawab.ma:content:5a55aecb41837efb5b2e694c,g2335,1
mubawab.ma:content:6a1a9d059af69dbe694e0ca2,g2337,0
mubawab.ma:content:587f11808cb9ee88145bd437,g2338,4
mubawab.ma:content:6f3ce0923ee428298fd7101b,g2231,3
mubawab.ma:content:266dafdc0088bfd0ee07bc59,g2340,2
mubawab.ma:content:363379e8cf7e5e58ae4f09e7,g2342,1
mubawab.ma:content:304aee5619a023a35e3511f2,g2346,0
mubawab.ma:content:38f0870e3be98863c848d801,g2349,4
mubawab.ma:native:8346080,g2352,2
mubawab.ma:native:8374661,g2353,1
mubawab.ma:content:0992658fa93e383ab02e5c74,g2354,1
mubawab.ma:content:9cbfdc1f20b8fa963c87a3d5,g2356,0
mubawab.ma:native:8361504,g2359,4
mubawab.ma:content:61ef09473f3de297f600fdfd,g2363,3
mubawab.ma:content:21e8194ded329988ed687407,g2364,0
mubawab.ma:content:0ee038f970aec11fcf61c166,g2365,2
mubawab.ma:content:c542a63f8d20e7dd1a580f81,g2366,1
mubawab.ma:content:186a8f043fb717bfff9843d2,g2367,0
mubawab.ma:content:d7d7380aedaece64a74360b5,g2368,4
mubawab.ma:native:8261227,g2276,2
mubawab.ma:content:7835bb42ea3242cce35310b3,g2373,2
mubawab.ma:content:a45bd7b8b929419b8eccce57,g2375,1
mubawab.ma:content:b461d4377067d9e951470c96,g2376,4
mubawab.ma:native:8264242,g269,1
mubawab.ma:content:9ba97127655ff6bd1ac36400,g333,3
mubawab.ma:native:8324824,g2380,0
mubawab.ma:native:8357450,g2381,4
mubawab.ma:content:5ed7f6e2c58013c46d8549b0,g2382,3
mubawab.ma:content:f202356da324bd83646a1605,g2383,3
mubawab.ma:content:83e68577bee8c3be7218946a,g801,0
mubawab.ma:content:72fe5b69baaa70a55bfce410,g2385,2
mubawab.ma:native:8399404,g1775,3
mubawab.ma:content:2266c92334e5c9bafaaea99b,g2388,1
mubawab.ma:native:8383689,g2389,2
mubawab.ma:native:8372239,g2390,0
mubawab.ma:content:907b3af4cb90d8bf42fc946e,g2392,4
mubawab.ma:native:8142501,g481,4
mubawab.ma:content:6d5bd04de09338ff45bafda4,g2395,3
mubawab.ma:native:8265894,g1658,4
mubawab.ma:content:7a3019f33900c3404751380f,g2400,0
mubawab.ma:content:fd4d3953527b83fc0c1658db,g2401,1
mubawab.ma:content:aed5d5c38a08e9c8416efc3a,g2404,4
mubawab.ma:content:f197a7191fd5f99098f61973,g2407,2
mubawab.ma:content:119b629635650a52dd9ff49e,g2409,3
mubawab.ma:native:8264427,g2412,2
mubawab.ma:native:8235521,g2416,1
mubawab.ma:content:6e14b5c81984db6c5868ad0f,g2417,0
mubawab.ma:native:8400612,g2418,4
mubawab.ma:content:290696d4f3688c7ff41eaf17,g2419,3
mubawab.ma:content:70a318e155c37fbff1f23b41,g2424,2
mubawab.ma:content:cb0b02e49ef919db01bb914f,g1467,2
mubawab.ma:content:6270f63d157fdf9cdfbf14af,g2407,2
mubawab.ma:content:636d04631ed5cc0256d8e51a,g2428,1
mubawab.ma:content:475c579ad1af8db61874504d,g2429,0
mubawab.ma:content:03b17e60a19892dfd30bc837,g2430,3
mubawab.ma:native:8314039,g2432,2
mubawab.ma:native:8386899,g2433,0
mubawab.ma:native:8383489,g2435,4
mubawab.ma:content:b7f8ffd525af8b0173141d48,g2438,1
mubawab.ma:content:7ed3d0adf4fdbcbffb281619,g2439,0
mubawab.ma:content:2e5eaeaa97f4bd3f7cd47aec,g2440,4
mubawab.ma:native:8303291,g2441,3
mubawab.ma:content:802d1fd68e4ab70fe1630c6d,g2442,2
mubawab.ma:content:0f74ef4bedf4d474796b4a2d,g2445,3
